COGID	CATALAN_REF	CATALAN_SEQ	FRENCH_REF	FRENCH_SEQ	ITALIAN_REF	ITALIAN_SEQ	LATIN_REF	LATIN_SEQ	PORTUGUESE_REF	PORTUGUESE_SEQ	ROMANIAN_REF	ROMANIAN_SEQ	SPANISH_REF	SPANISH_SEQ
MOVE_(AFFECT_EMOTIONALLY)_2500			a t ɑ̃ d ʁ iː ʁ	a t ɑ̃ d ʁ iː ʁ										
MOVE_(AFFECT_EMOTIONALLY)_2501	ə m u s i u n a	ə m u s i u n a												
MOVE_(ONESELF)_2496			b u ʒ e	b u ʒ e										
MOVE_(ONESELF)_2497											s e + m i ʃ k a	s e + m i ʃ k a		
MOVE_(ONESELF)_2498									m u v e r s ə	m u v e r s ə			m o β e ɾ s e	m o β e ɾ s e
MOVE_(ONESELF)_2502							s eː + m ɔ w eː r ɛ	s eː + m ɔ w eː r ɛ						
MOVE_(ONESELF)_2503					a dʒ i t a r z i	a dʒ i t a r z i								
MOVE_(ONESELF)_2504	m u w ɾ ə s	m u w ɾ ə s												
MUSHROOM_2510					f u ŋ g o -	f u ŋ g o	f ʊ ŋ gʷ - s	f ʊ ŋ gʷ s	f ũ - g u -	f ũ g u			- o ŋ g o -	o ŋ g o
MUSHROOM_2511											tʃ i w p e r k ə	tʃ i w p e r k ə		
MUSHROOM_2512									k u ɣ u m ɛ l u	k u ɣ u m ɛ l u				
MUSHROOM_2513													s e t a	s e t a
MUSHROOM_2514											b u r e t e	b u r e t e		
MUSHROOM_2515	b u lˠ ɛ t̪	b u lˠ ɛ t̪												
MUSHROOM_2516			ʃ ɑ̃ p i ɲ ɔ̃	ʃ ɑ̃ p i ɲ ɔ̃										
MUSH_(FOOD)_2505	p u ɾ e	p u ɾ e	p y ʁ e	p y ʁ e	p u r ɛ	p u r ɛ			p u r e	p u r e			p u ɾ e	p u ɾ e
MUSH_(FOOD)_2506					p a pː - - a	p a pː a							p a p i ʝ a	p a p i ʝ a
MUSH_(FOOD)_2507			b u j i	b u j i										
MUSH_(FOOD)_2508											p i r e w	p i r e w		
MUSH_(FOOD)_2509							p ʊ lˠ s	p ʊ lˠ s						
NAIL_(TOOL)_2517	k lˠ a w - -	k lˠ a w	k l u - - -	k l u			k lˠ aː w ʊ s	k lˠ aː w ʊ s	k r a v u -	k r a v u			k l a β o -	k l a β o
NAIL_(TOOL)_2520					k j o d o	k j o d o								
NAIL_(TOOL)_2521											k u j	k u j		
NAKED_2523	n u - - -	n u	n y - - -	n y	n u d o -	n u d o	n uː d ʊ s	n uː d ʊ s	n u - - -	n u				
NAKED_2524									d e ʃ p i ð u	d e ʃ p i ð u				
NAKED_2525													d e z n u ð o	d e z n u ð o
NAKED_2526											g o l	g o l		
NAME_2527	n ɔ m - - - - - -	n ɔ m	n ɔ̃ - - - - - - -	n ɔ̃	n o m - - - - e -	n o m e	n oː m ɛ n - - - -	n oː m ɛ n	n o m - - - - ə -	n o m ə	n u m - - - - e -	n u m e	n o m - b - ɾ e -	n o m b ɾ e
NAPE_(OF_NECK)_2532	n u k ə	n u k ə	n y k -	n y k	n u k a	n u k a			n u k a	n u k a			n u k a	n u k a
NAPE_(OF_NECK)_2533													θ e ɾ β i θ	θ e ɾ β i θ
NAPE_(OF_NECK)_2534											tʃ e a f ə	tʃ e a f ə		
NAPE_(OF_NECK)_2535							k ɛ r w iː k eː s	k ɛ r w iː k eː s						
NARROW_2536	ə s t ɾ ɛ - t̪ -	ə s t ɾ ɛ t̪			- s t r e - tː o	s t r e tː o			i ʃ t r e j t u	i ʃ t r e j t u			e s t ɾ e - tʃ o	e s t ɾ e tʃ o
NARROW_2537											s t r ɨ m t	s t r ɨ m t		
NARROW_2538							a ŋ gʷ s t ʊ s	a ŋ gʷ s t ʊ s						
NARROW_2539			e t ʁ w a	e t ʁ w a										
NAVEL_2548	ʎ u m β - ɾ i ɣ u lˠ	ʎ u m β ɾ i ɣ u lˠ			- o m b e l i k o -	o m b e l i k o	- ʊ m b ɪ lˠ ɪ k ʊ s	ʊ m b ɪ lˠ ɪ k ʊ s	- ũ - b - - i ɣ u -	ũ b i ɣ u			- o m b - l i ɣ o -	o m b l i ɣ o
NAVEL_2549											b u r i k	b u r i k		
NAVEL_2550			n ɔ̃ b ʁ i	n ɔ̃ b ʁ i										
NEAR_2551	p ɾ ɔ k s i m -	p ɾ ɔ k s i m							p r ɔ - s i m u	p r ɔ s i m u				
NEAR_2552					p r o p i n k w o -	p r o p i n k w o	p r ɔ p ɪ ŋ kʷ - ʊ s	p r ɔ p ɪ ŋ kʷ ʊ s						
NEAR_2553					v i tʃ i n o	v i tʃ i n o								
NEAR_2554			p ʁ ɔ ʃ	p ʁ ɔ ʃ										
NEAR_2555													θ e ɾ k a n o	θ e ɾ k a n o
NEAR_2556											a p r o p j a t	a p r o p j a t		
NEAR_2557			l j e	l j e										
NECK_2558	k ɔ ʎ -	k ɔ ʎ			k o lː o	k o lː o	k ɔ lː ʊ̃	k ɔ lː ʊ̃	k o l u	k o l u				
NECK_2559									p ə ʃ k o s u	p ə ʃ k o s u				
NECK_2560													k w e ʝ o	k w e ʝ o
NECK_2561											g ɨ t	g ɨ t		
NECK_2562			k u	k u										
NEEDLE_(FOR_SEWING)_2563	ə ɣ u ʎ ə	ə ɣ u ʎ ə							ɐ ɣ u ʎ ɐ	ɐ ɣ u ʎ ɐ			a ɣ u x a	a ɣ u x a
NEEDLE_(FOR_SEWING)_2564					a g o -	a g o	a k ʊ s	a k ʊ s			a k - -	a k		
NEEDLE_(FOR_SEWING)_2565			e g ɥ iː j	e g ɥ iː j										
NEST_2566	n i w - -	n i w	n i - - -	n i	n i d o -	n i d o	n iː d ʊ s	n iː d ʊ s	n i ɲ u -	n i ɲ u			n i ð o -	n i ð o
NEST_2567											k u j b	k u j b		
NET_2568					r e t e	r e t e	r eː t ɛ	r eː t ɛ	ʀ e ð ə	ʀ e ð ə			ɾ e ð -	ɾ e ð
NET_2569	f i lˠ a t̪	f i lˠ a t̪	f i l ɛ -	f i l ɛ										
NET_2570											p l a s ə	p l a s ə		
NEVER_2571							n ʊ ŋ kʷ ã	n ʊ ŋ kʷ ã	n ũ - k ɐ	n ũ k ɐ				
NEVER_2572													x a m a s	x a m a s
NEVER_2573											n i tʃ j o d a t ə	n i tʃ j o d a t ə		
NEVER_2574			n ə + ʒ a m ɛ	n ə + ʒ a m ɛ										
NEVER_2575	n u + + m a j	n u + + m a j												
NEVER_2576					n o n + m a i	n o n + m a i								
NEWSPAPER_2583			ʒ u ʁ n a l -	ʒ u ʁ n a l	dʒ o r n a l e	dʒ o r n a l e			ʒ u r n a lˠ -	ʒ u r n a lˠ				
NEWSPAPER_2584	d̪ i a ɾ i	d̪ i a ɾ i												
NEWSPAPER_2585													p e ɾ j o ð i k o	p e ɾ j o ð i k o
NEWSPAPER_2586											g a z e t ə	g a z e t ə		
NEWSPAPER_2587													d j a ɾ j o	d j a ɾ j o
NEWSPAPER_2588											z j a r	z j a r		
NEWSPAPER_2589							d ɪ ʊ r n ʊ̃	d ɪ ʊ r n ʊ̃						
NEWS_2578					n o t i ts i - a	n o t i ts i a			n u t i s - j ə	n u t i s j ə			n o t i θ - j a	n o t i θ j a
NEWS_2579	n u β ə t̪ a t̪ -	n u β ə t̪ a t̪					n ɔ w ɪ t aː s -	n ɔ w ɪ t aː s	n o v i ð a ð e	n o v i ð a ð e				
NEWS_2580											a k t w a l i t a t e	a k t w a l i t a t e		
NEWS_2581											n o w t a t e	n o w t a t e		
NEWS_2582			n u v ɛ l	n u v ɛ l										
NEW_2577	n - ɔ - w - -	n ɔ w	n - u - v o -	n u v o	n - u o v o -	n u o v o	n - ɔ - w ʊ s	n ɔ w ʊ s	n - o - v u -	n o v u	n - o - w - -	n o w	n w e - β o -	n w e β o
NEXT_TO_2590									ɐ w + l a ð u + d ə	ɐ w + l a ð u + d ə			a l + l a ð o + ð e	a l + l a ð o + ð e
NEXT_TO_2591											a l ə t u r i + d e	a l ə t u r i + d e		
NEXT_TO_2592											l ɨ n g ə	l ɨ n g ə		
NEXT_TO_2593									ʒ ũ t o ð e	ʒ ũ t o ð e				
NEXT_TO_2594							ɪ ʊ k s t aː	ɪ ʊ k s t aː						
NEXT_TO_2595					a + a kː a n t o + a	a + a kː a n t o + a								
NEXT_TO_2596			a k o t e d ə	a k o t e d ə										
NEXT_TO_2597	ə lˠ + k u s t a t̪ + d̪ ɛ	ə lˠ + k u s t a t̪ + d̪ ɛ												
NIGHT_2598	n - i - - t̪ -	n i t̪	n ɥ i - - - -	n ɥ i	n - o - - tː e	n o tː e			n - o - j t ə	n o j t ə	n - o a p t e	n o a p t e	n - o - - tʃ e	n o tʃ e
NIGHT_2599							n ɔ k s	n ɔ k s						
NINETY_2601	n u ɾ a - - n̪ t̪ ə	n u ɾ a n̪ t̪ ə			n o v a - - n t a	n o v a n t a	n oː n aː g ɪ n t aː	n oː n aː g ɪ n t aː	n u v ẽ - - - t ɐ	n u v ẽ t ɐ			n o β e - - n t a	n o β e n t a
NINETY_2602											n o w ə z e tʃʲ	n o w ə z e tʃʲ		
NINETY_2603			k a t ʁ ə v ɛ̃ d i s	k a t ʁ ə v ɛ̃ d i s										
NINE_2600	n - ɔ w -	n ɔ w	n - œ f -	n œ f	n - o v e	n o v e	n - ɔ w ɛ̃	n ɔ w ɛ̃	n - ɔ v ə	n ɔ v ə	n - o w ə	n o w ə	n w e β e	n w e β e
NOISE_2604									b ɐ r u ʎ u	b ɐ r u ʎ u			b a ɾ u ʝ o	b a ɾ u ʝ o
NOISE_2605					s t r ɛ p i t o -	s t r ɛ p i t o	s t r ɛ p ɪ t ʊ s	s t r ɛ p ɪ t ʊ s						
NOISE_2606									ʀ w i ð u	ʀ w i ð u			ɾ w i ð o	ɾ w i ð o
NOISE_2607											t ə r ə b o j	t ə r ə b o j		
NOISE_2608					k j a sː o	k j a sː o								
NOISE_2609											z g o m o t	z g o m o t		
NOISE_2610			b ʁ ɥ i	b ʁ ɥ i										
NOISE_2611	s u ɾ ɔ ʎ	s u ɾ ɔ ʎ												
NOOSE_2617					l a t tʃ o	l a t tʃ o			l a - s u	l a s u	l a ts - -	l a ts	l a - θ o	l a θ o
NOOSE_2618	b a ɣ ə	b a ɣ ə												
NOOSE_2619			l ɑ	l ɑ										
NOOSE_2620							lˠ a kʷ ɛ ʊ s	lˠ a kʷ ɛ ʊ s						
NORTH_2621	n ɔ ɾ - -	n ɔ ɾ	n ɔː ʁ - -	n ɔː ʁ	n o r d -	n o r d			n ɔ r t ə	n ɔ r t ə	n o r d -	n o r d	n o ɾ t e	n o ɾ t e
NORTH_2622					s e - tː e n t r i o n e -	s e tː e n t r i o n e	s ɛ p t ɛ n t r ɪ oː n eː s	s ɛ p t ɛ n t r ɪ oː n eː s						
NORTH_2623											m j a z ə n o a p t e	m j a z ə n o a p t e		
NOSE_2624	n a s - -	n a s	n e - - -	n e	n a z o -	n a z o	n aː s ʊ s	n aː s ʊ s			n a s - -	n a s		
NOSE_2625									n ɐ r i ʃ	n ɐ r i ʃ			n a ɾ i θ	n a ɾ i θ
NOTICE_(SOMETHING)_2629	n u t̪ a - -	n u t̪ a			n o t a r e	n o t a r e			n u t a r -	n u t a r			n o t a ɾ -	n o t a ɾ
NOTICE_(SOMETHING)_2630					o - sː e r v a r e	o sː e r v a r e			ɔ b s e r v a r -	ɔ b s e r v a r	o b s e r v a - -	o b s e r v a		
NOTICE_(SOMETHING)_2631			a p ɛ ʁ s ə v w aː ʁ	a p ɛ ʁ s ə v w aː ʁ										
NOTICE_(SOMETHING)_2632							a n ɪ m a d w ɛ r t ɛ r ɛ	a n ɪ m a d w ɛ r t ɛ r ɛ						
NOTICE_(SOMETHING)_2633			ʁ ə m a ʁ k e	ʁ ə m a ʁ k e										
NOT_2626	n ɔ -	n ɔ			n o n	n o n	n oː n	n oː n			n u -	n u	n o -	n o
NOT_2627									n ɐ̃ w	n ɐ̃ w				
NOT_2628			n ə + p ɑ	n ə + p ɑ										
NOVEMBER_42	n u β - ɛ m β ɾ - ə -	n u β ɛ m β ɾ ə	n ɔ v - ɑ̃ː - b ʁ - ə -	n ɔ v ɑ̃ː b ʁ ə	n o v - e m b r - e -	n o v e m b r e	n ɔ w - ɛ m b r - ɪ s	n ɔ w ɛ m b r ɪ s	n u v - ẽ - b r - u -	n u v ẽ b r u	n o - j e m b r j e -	n o j e m b r j e	n o β j e m b ɾ - e -	n o β j e m b ɾ e
NOW_2634	- - a ɾ ə	a ɾ ə			- - o r a	o r a			ɐ ɣ ɔ r ɐ	ɐ ɣ ɔ r ɐ			a - o ɾ a	a o ɾ a
NOW_2635					a d e sː o	a d e sː o								
NOW_2636											a k u m	a k u m		
NOW_2637							n ʊ ŋ k	n ʊ ŋ k						
NOW_2638			m ɛ̃ t n ɑ̃	m ɛ̃ t n ɑ̃										
OAR_2639	r ɛ m - -	r ɛ m	ʁ a m - -	ʁ a m	r e m o -	r e m o	r eː m ʊ s	r eː m ʊ s	r e m u -	r e m u			ɾ e m o -	ɾ e m o
OAR_2640											l o p a t ə	l o p a t ə		
OAR_2641			a v i ʁ ɔ̃	a v i ʁ ɔ̃										
OAR_2642											v ɨ s l ə	v ɨ s l ə		
OCTOBER_43	u k t̪ u - β ɾ - ə -	u k t̪ u β ɾ ə	ɔ k t ɔ - b ʁ - ə -	ɔ k t ɔ b ʁ ə	o - tː o - b r - e -	o tː o b r e	ɔ k t oː - b r - ɪ s	ɔ k t oː b r ɪ s	o - t u - β r - u -	o t u β r u	o k t o m b r j e -	o k t o m b r j e	o k t u - β ɾ - e -	o k t u β ɾ e
ODOR_(SMELL)_2643	u lˠ ɔ - -	u lˠ ɔ	ɔ d œː ʁ -	ɔ d œː ʁ	o d o r e	o d o r e	ɔ d ɔ r -	ɔ d ɔ r	o ð o r -	o ð o r			o l o ɾ -	o l o ɾ
ODOR_(SMELL)_2644											m i r o s	m i r o s		
ODOR_(SMELL)_2645									ʃ e j r u	ʃ e j r u				
OFTEN_2646	s u β i n̪	s u β i n̪	s u v ɑ̃ -	s u v ɑ̃										
OFTEN_2647													k o n + f ɾ e k w e n θ j a	k o n + f ɾ e k w e n θ j a
OFTEN_2648											d e s e o rʲ	d e s e o rʲ		
OFTEN_2649													a + m e n u ð o	a + m e n u ð o
OFTEN_2650											d e s	d e s		
OFTEN_2651									m w i t a ʃ v e z e ʃ	m w i t a ʃ v e z e ʃ				
OFTEN_2652							s a ɛ p ɛ	s a ɛ p ɛ						
OFTEN_2653					s p e sː o	s p e sː o								
OF_THIS_KIND_(SUCH)_3433	ə ʃ i	ə ʃ i	ɛ̃ s i	ɛ̃ s i					ɐ s ĩ	ɐ s ĩ				
OF_THIS_KIND_(SUCH)_3434					t a n t o	t a n t o			t ɐ̃ - w -	t ɐ̃ w			t a n - -	t a n
OF_THIS_KIND_(SUCH)_3435											a t ɨ t	a t ɨ t		
OF_THIS_KIND_(SUCH)_3436											a ʃ a	a ʃ a		
OF_THIS_KIND_(SUCH)_3437							ɪ t a	ɪ t a						
OF_THIS_KIND_(SUCH)_3438					k o z i	k o z i								
OIL_(ORGANIC_SUBSTANCE)_2654	ɔ lˠ i -	ɔ lˠ i			o l i o	o l i o	ɔ lˠ ɛ ʊ̃	ɔ lˠ ɛ ʊ̃						
OIL_(ORGANIC_SUBSTANCE)_2655									ɐ z e j - t ə	ɐ z e j t ə			a θ e - i t e	a θ e i t e
OIL_(ORGANIC_SUBSTANCE)_2656											u l e j	u l e j		
OIL_(ORGANIC_SUBSTANCE)_2657			ɥ i l	ɥ i l										
OLD_(AGED)_116	β ɛ ʎ -	β ɛ ʎ							v ɛ ʎ u	v ɛ ʎ u				
OLD_(AGED)_117			v j ø	v j ø										
OLD_(AGED)_118													b j e x o	b j e x o
OLD_(AGED)_119											b ə t r ɨ n	b ə t r ɨ n		
OLD_(AGED)_120							w ɛ t ʊ s	w ɛ t ʊ s						
OLD_(AGED)_121					a n ts i a n o	a n ts i a n o								
OLD_(AGED)_122			a ʒ e	a ʒ e										
OLD_2658	β ɛ ʎ -	β ɛ ʎ							v ɛ ʎ u	v ɛ ʎ u				
OLD_2659					v e kː j o	v e kː j o					v e kʲ - -	v e kʲ		
OLD_2660			v j ø	v j ø										
OLD_2661									ɐ̃ t i ɣ u	ɐ̃ t i ɣ u				
OLD_2662													b j e x o	b j e x o
OLD_2663											u z a t	u z a t		
OLD_2664							a n t iː kʷ ʊ s	a n t iː kʷ ʊ s						
ONCE_(IN_THE_PAST)_2666											o d a t ə	o d a t ə		
ONCE_(IN_THE_PAST)_2667													a n t a ɲ o	a n t a ɲ o
ONCE_(IN_THE_PAST)_2668							oː lˠ ɪ̃	oː lˠ ɪ̃						
ONCE_(IN_THE_PAST)_2670											o d i n j o a r ə	o d i n j o a r ə		
ONCE_(IN_THE_PAST)_2672					u n + t e m p o	u n + t e m p o								
ONCE_(IN_THE_PAST)_2673			oː t ʁ ə f w a	oː t ʁ ə f w a										
ONCE_(IN_THE_PAST)_2674									ã t i ɣ a m ẽ t e	ã t i ɣ a m ẽ t e				
ONCE_(IN_THE_PAST)_2675					p r i m a	p r i m a								
ONCE_(IN_THE_PAST)_2676			ʒ a d i s	ʒ a d i s										
ONCE_(IN_THE_PAST)_2677	ə n̪ t̪ ə ɾ i u ɾ m ɛ n̪	ə n̪ t̪ ə ɾ i u ɾ m ɛ n̪												
ONE_2678					u n o -	u n o	uː n ʊ s	uː n ʊ s			u n u -	u n u	u n o -	u n o
ONE_2679	u	u	œ̃	œ̃					ũ	ũ				
ONE_TIME_2665	u n ə + β ə ɣ a ð ə	u n ə + β ə ɣ a ð ə			u n a + v o l - t a	u n a + v o l t a			u m ɐ + v e - - ʃ -	u m ɐ + v e ʃ			u n a + β e - - θ -	u n a + β e θ
ONE_TIME_2666											o d a t ə	o d a t ə		
ONE_TIME_2669			y n f w a	y n f w a										
ONE_TIME_2671							s ɛ m ɛ lˠ	s ɛ m ɛ lˠ						
ONION_2680	s ɛ β - - ə	s ɛ β ə			tʃ i p o lː a	tʃ i p o lː a			s ə β ɔ l ɐ	s ə β ɔ l ɐ			θ e β o ʝ a	θ e β o ʝ a
ONION_2681											tʃ e a p ə	tʃ e a p ə		
ONION_2682							k ɛ p a	k ɛ p a						
ONION_2683			ɔ ɲ ɔ̃	ɔ ɲ ɔ̃										
ONLY_2684									s ɔ - - m ẽ - t ə	s ɔ m ẽ t ə			s o l a m e n t e	s o l a m e n t e
ONLY_2685					s o l o	s o l o	s oː lˠ ʊ̃	s oː lˠ ʊ̃						
ONLY_2686									ɐ p e n ɐ ʃ	ɐ p e n ɐ ʃ				
ONLY_2687							t a n t ʊ̃	t a n t ʊ̃						
ONLY_2688					s o l t a n t o	s o l t a n t o								
ONLY_2689			n ə + k ə	n ə + k ə										
ONLY_2690											d o a r	d o a r		
ONLY_2691									s ɔ	s ɔ				
ONLY_2692			s œ l m ɑ̃	s œ l m ɑ̃										
ONLY_2693	n u m e s	n u m e s												
OPEN_(STATE)_2694	u β - - ɛ ɾ -	u β ɛ ɾ	u v - - ɛː ʁ -	u v ɛː ʁ										
OPEN_(STATE)_2695					a p - e r t o -	a p e r t o	a p - ɛ r t ʊ s	a p ɛ r t ʊ s	ɐ β - ɛ r t u -	ɐ β ɛ r t u			a β j e ɾ t o -	a β j e ɾ t o
OPEN_(STATE)_2696											d e s k i s -	d e s k i s		
OPEN_2694	u β - - - ɾ i	u β ɾ i	u v - ʁ iː ʁ -	u v ʁ iː ʁ	a p - r i r e	a p r i r e	a p ɛ r iː r ɛ	a p ɛ r iː r ɛ	ɐ β - r i r -	ɐ β r i r			a β - ɾ i ɾ -	a β ɾ i ɾ
OPEN_2696											d e s k i d e	d e s k i d e		
OR_2697	ɔ	ɔ			o	o			o	o			o	o
OR_2698											o rʲ	o rʲ		
OR_2699							w ɛ lˠ	w ɛ lˠ						
OR_2700			u	u										
OTHER_2701	a lˠ t̪ ɾ ə	a lˠ t̪ ɾ ə	oː - t ʁ ə	oː t ʁ ə	a l t r o	a l t r o			o - t r u	o t r u			o - t ɾ o	o t ɾ o
OTHER_2702							a lˠ ɪ ʊ s	a lˠ ɪ ʊ s						
OTHER_2703											a l t	a l t		
OWL_2704	m u s ɔ lˠ	m u s ɔ lˠ							m o ʃ u -	m o ʃ u				
OWL_2705									k o r u ʒ a	k o r u ʒ a				
OWL_2706							n ɔ k t ʊ a	n ɔ k t ʊ a						
OWL_2707					tʃ i v e tː a	tʃ i v e tː a								
OWL_2708													l e tʃ u θ a	l e tʃ u θ a
OWL_2709											b u f n i ts ə	b u f n i ts ə		
OWL_2710					g u f o	g u f o								
OWL_2711			i b u	i b u										
OWL_2712	ɔ lˠ i β ə	ɔ lˠ i β ə												
OWL_2713							ʊ lˠ ʊ lˠ a	ʊ lˠ ʊ lˠ a						
OWN_2714	p u s - - ɛ j -	p u s ɛ j	p ɔ s - - e d e	p ɔ s e d e	p o sː e d e r e	p o sː e d e r e	p ɔ sː ɪ d eː r ɛ	p ɔ sː ɪ d eː r ɛ	p u s w - i r -	p u s w i r	p o s - - e d a	p o s e d a	p o s e - e ɾ -	p o s e e ɾ
OWN_2715											a v e a	a v e a		
PAINTING_2717	- - p i n̪ t̪ - - a	p i n̪ t̪ a	- - p ɛ̃ː - d - ʁ ə	p ɛ̃ː d ʁ ə	d i p i n dʒ e r e	d i p i n dʒ e r e	- - p ɪ ŋ g ɛ r ɛ	p ɪ ŋ g ɛ r ɛ	- - p ĩ - t a r -	p ĩ t a r	- - p i k t - - a	p i k t a	- - p i n t a ɾ -	p i n t a ɾ
PAINT_(PIGMENTS)_2717	- - p i n̪ t̪ u ɾ ə	p i n̪ t̪ u ɾ ə	- - p ɛ̃ - t yː ʁ -	p ɛ̃ t yː ʁ	- - p i - tː u r a	p i tː u r a							- - p i n t u ɾ a	p i n t u ɾ a
PAINT_(PIGMENTS)_2718											v o p s e a	v o p s e a		
PAINT_(PIGMENTS)_2719									k o r ã t e	k o r ã t e				
PAINT_(PIGMENTS)_2720							p ɪ g m ɛ n t ʊ̃	p ɪ g m ɛ n t ʊ̃						
PAIN_2716	d̪ u lˠ ɔ - -	d̪ u lˠ ɔ	d u l œː ʁ -	d u l œː ʁ	d o l o r e	d o l o r e	d ɔ lˠ ɔ r -	d ɔ lˠ ɔ r	d o r - - -	d o r	d u r e r e	d u r e r e	d o l o ɾ -	d o l o ɾ
PALM_OF_HAND_2721	p a lˠ m ə	p a lˠ m ə			p a l m a	p a l m a	p a lˠ m a	p a lˠ m a	p a lˠ m a	p a lˠ m a	p a l m ə	p a l m ə	p a l m a	p a l m a
PALM_OF_HAND_2722									p a lˠ m a ð a m ã w	p a lˠ m a ð a m ã w				
PALM_OF_HAND_2723			p oː m	p oː m										
PARENTS_2724	p a - ɾ ə - - - s	p a ɾ ə s	p a - ʁ ɑ̃ - - - -	p a ʁ ɑ̃			p a - r ɛ n t eː s	p a r ɛ n t eː s	p a j - - - - - ʃ	p a j ʃ			p a ð ɾ e - - - s	p a ð ɾ e s
PARENTS_2725					dʒ e n i t o r i	dʒ e n i t o r i								
PARENTS_2726											p ə r i n tsʲ	p ə r i n tsʲ		
PART_2727	p a ɾ - -	p a ɾ	p a ʁ t i	p a ʁ t i	p a r t e	p a r t e	p a r s -	p a r s	p a r t ə	p a r t ə	p a r t e	p a r t e	p a ɾ t e	p a ɾ t e
PART_2728											p o r ts j e	p o r ts j e		
PART_2729									p ɛ s ɐ	p ɛ s ɐ				
PASS_2730	p ə s a - -	p ə s a	p ɑ s e - -	p ɑ s e	p a sː a r e	p a sː a r e			p ɐ s a r -	p ɐ s a r			p a s a ɾ -	p a s a ɾ
PASS_2731											s e + s k u r dʒ e	s e + s k u r dʒ e		
PASS_2732											t r e tʃ e	t r e tʃ e		
PASS_2733							p r a ɛ t ɛ r iː r ɛ	p r a ɛ t ɛ r iː r ɛ						
PASTURE_2734	p ə s t u ɾ ə -	p ə s t u ɾ ə	p ɑ - t y ʁ aː ʒ	p ɑ t y ʁ aː ʒ					p a ʃ t a ʒ ẽ j	p a ʃ t a ʒ ẽ j			p a s t - - o -	p a s t o
PASTURE_2735					p a s k o l o	p a s k o l o	p aː s k ʊ - a	p aː s k ʊ a						
PASTURE_2736											i z l a z	i z l a z		
PASTURE_2737											p ə ʃ u n e	p ə ʃ u n e		
PATH_2738	s ə n ð - - - ɛ	s ə n ð ɛ			s e n t i e r o	s e n t i e r o							s e n d - e ɾ o	s e n d e ɾ o
PATH_2739			s ɑ̃ - - t j e	s ɑ̃ t j e			s eː m ɪ t - a	s eː m ɪ t a	ʃ ẽ - - d - a	ʃ ẽ d a				
PATH_2740									t r i ʎ u	t r i ʎ u				
PATH_2741											k ə r a r e	k ə r a r e		
PATH_OR_ROAD_4241	k ə m i - -	k ə m i			k a mː i n o	k a mː i n o			k ɐ m i ɲ u	k ɐ m i ɲ u			k a m i n o	k a m i n o
PATH_OR_ROAD_4242			ʃ m ɛ̃	ʃ m ɛ̃										
PATH_OR_ROAD_4243											d r u m	d r u m		
PATH_OR_ROAD_4244							ɪ t ɛ r	ɪ t ɛ r						
PATH_OR_ROAD_4245					v i a	v i a								
PATH_OR_ROAD_4246			v w a	v w a										
PATTERN_2742	d̪ i s ɛ ɲ -	d̪ i s ɛ ɲ	d e s ɛ̃ - -	d e s ɛ̃	d i z e ɲː o	d i z e ɲː o			d ə z e ɲ u	d ə z e ɲ u	d e s e n -	d e s e n		
PATTERN_2743	d̪ i β u ʃ -	d̪ i β u ʃ											d i β u x o	d i β u x o
PATTERN_2744									p a ð r ã w	p a ð r ã w				
PATTERN_2745							ɛ k s ɛ m p lˠ ʊ̃	ɛ k s ɛ m p lˠ ʊ̃						
PAW_2746									ɣ a - ʀ a	ɣ a ʀ a	g e a r ə	g e a r ə	g a - r a	g a r a
PAW_2747									u ɲ ɐ	u ɲ ɐ			u ɲ a	u ɲ a
PAW_2748					a r t i ʎː o	a r t i ʎː o								
PAW_2749			g ʁ i f	g ʁ i f										
PAW_2750											l a b ə	l a b ə		
PAW_2751							ʊ ŋ gʷ ɪ s	ʊ ŋ gʷ ɪ s						
PAW_2752					u ŋ g j a	u ŋ g j a								
PAW_2753			ɔ̃ g l ə	ɔ̃ g l ə										
PAW_2754	g ɾ a p ə	g ɾ a p ə												
PAY_2755	p ə ɣ ə ɾ - + p ɛ	p ə ɣ ə ɾ + p ɛ			p a g a r e - - -	p a g a r e			p ɐ ɣ a r - - - -	p ɐ ɣ a r			p a ɣ a ɾ - - - -	p a ɣ a ɾ
PAY_2756											p l ə tʲ	p l ə tʲ		
PAY_2757							s ɔ lˠ w ɛ r ɛ	s ɔ lˠ w ɛ r ɛ						
PAY_2758			p ɛ j e	p ɛ j e										
PEOPLE_2544	p ɔ b - lˠ ə -	p ɔ b lˠ ə	p œ p - l ə -	p œ p l ə	p ɔ p o l o -	p ɔ p o l o	p ɔ p ʊ lˠ ʊ s	p ɔ p ʊ lˠ ʊ s			p o p o r - -	p o p o r		
PEOPLE_2545									p - o v - u	p o v u			p w e β l o	p w e β l o
PEOPLE_2546											n a ts i w n e	n a ts i w n e		
PEOPLE_2547									n ɐ s ɐ̃ w	n ɐ s ɐ̃ w				
PERCH_(FISH)_2774	p ɛ ɾ - - k ə	p ɛ ɾ k ə	p ɛ ʁ ʃ - - -	p ɛ ʁ ʃ	p ɛ r z i k o	p ɛ r z i k o	p ɛ r - - k a	p ɛ r k a	p e r - - k a	p e r k a			p e ɾ - - k a	p e ɾ k a
PERCH_(FISH)_2775											b i b a n	b i b a n		
PERSON_2009	p ə ɾ z ɔ - n ə	p ə ɾ z ɔ n ə							p ə - s o - - ɐ	p ə s o ɐ	p e r s o a n ə	p e r s o a n ə		
